Date,City,Visitors
2024-11-04,Lisbon,9
2024-11-04,Vienna,4
2024-11-04,Florence,0
2024-11-04,Madrid,3
2024-11-04,London,5
2024-11-04,Munich,7
2024-11-04,Amsterdam,4
2024-11-04,Budapest,1
2024-11-04,Paris,14
2024-11-05,Zurich,1
2024-11-05,Prague,3
2024-11-05,Rome,1
2024-11-05,Dublin,0
2024-11-05,Milan,10
2024-11-05,Berlin,4
2024-11-05,Brussels,7
2024-11-05,Budapest,1
2024-11-05,Lisbon,9
2024-11-05,Barcelona,17
2024-11-05,Paris,13
2024-11-05,Amsterdam,4
2024-11-05,Vienna,4
2024-11-05,London,5
2024-11-05,Florence,0
2024-11-05,Munich,7
2024-11-05,Madrid,2
2024-11-06,Amsterdam,4
2024-11-06,Paris,13
2024-11-06,Brussels,7
2024-11-06,Milan,10
2024-11-06,Dublin,0
2024-11-06,Berlin,4
2024-11-06,Zurich,1
2024-11-06,Rome,1
2024-11-06,Prague,3
2024-11-06,Budapest,1
2024-11-06,Lisbon,9
2024-11-06,Vienna,4
2024-11-06,Florence,0
2024-11-06,Madrid,2
2024-11-06,London,3
2024-11-06,Munich,7
2024-11-06,Barcelona,17
2024-11-07,Rome,1
2024-11-07,Brussels,7
2024-11-07,Milan,9
2024-11-07,Dublin,0
2024-11-07,Prague,3
2024-11-07,Barcelona,16
2024-11-07,Berlin,4
2024-11-07,Lisbon,8
2024-11-07,Paris,13
2024-11-07,Budapest,1
2024-11-07,Amsterdam,3
2024-11-07,Munich,7
2024-11-07,Zurich,1
2024-11-07,Madrid,2
2024-11-07,Florence,0
2024-11-07,Vienna,4
2024-11-07,London,3
2024-11-08,Brussels,7
2024-11-08,Milan,9
2024-11-08,Dublin,0
2024-11-08,Berlin,3
2024-11-08,Prague,3
2024-11-08,Rome,1
2024-11-08,Barcelona,16
2024-11-08,Zurich,1
2024-11-08,Lisbon,7
2024-11-08,Vienna,4
2024-11-08,Florence,0
2024-11-08,Madrid,2
2024-11-08,London,3
2024-11-08,Munich,7
2024-11-08,Amsterdam,3
2024-11-08,Paris,13
2024-11-08,Budapest,1
2024-11-09,Brussels,7
2024-11-09,Milan,9
2024-11-09,Dublin,0
2024-11-09,Berlin,3
2024-11-09,Prague,3
2024-11-09,Zurich,1
2024-11-09,Rome,1
2024-11-09,Budapest,1
2024-11-09,Lisbon,7
2024-11-09,Barcelona,14
2024-11-09,Paris,12
2024-11-09,Amsterdam,2
2024-11-09,Vienna,4
2024-11-09,London,3
2024-11-09,Florence,0
2024-11-09,Munich,7
2024-11-09,Madrid,2
2024-11-10,Amsterdam,2
2024-11-10,Brussels,7
2024-11-10,Milan,9
2024-11-10,Dublin,0
2024-11-10,Paris,12
2024-11-10,Prague,3
2024-11-10,Rome,1
2024-11-10,Berlin,3
2024-11-10,Budapest,1
2024-11-10,Lisbon,7
2024-11-10,Vienna,4
2024-11-10,Florence,0
2024-11-10,Madrid,2
2024-11-10,London,3
2024-11-10,Munich,7
2024-11-10,Barcelona,13
2024-11-10,Zurich,1
2024-11-11,Rome,1
2024-11-11,Brussels,7
2024-11-11,Milan,8
2024-11-11,Dublin,0
2024-11-11,Berlin,4
2024-11-11,Prague,2
2024-11-11,Zurich,1
2024-11-11,Budapest,1
2024-11-11,Lisbon,7
2024-11-11,Barcelona,14
2024-11-11,Paris,13
2024-11-11,Amsterdam,2
2024-11-11,Vienna,4
2024-11-11,London,3
2024-11-11,Madrid,2
2024-11-11,Florence,0
2024-11-11,Munich,7
2024-11-12,Brussels,7
2024-11-12,Milan,8
2024-11-12,Dublin,0
2024-11-12,Berlin,4
2024-11-12,Prague,2
2024-11-12,Zurich,1
2024-11-12,Rome,1
2024-11-12,Budapest,1
2024-11-12,Lisbon,6
2024-11-12,Florence,0
2024-11-12,Madrid,2
2024-11-12,London,3
2024-11-12,Munich,8
2024-11-12,Amsterdam,2
2024-11-12,Paris,14
2024-11-12,Barcelona,14
2024-11-12,Vienna,5
2024-11-13,Brussels,7
2024-11-13,Milan,9
2024-11-13,Paris,13
2024-11-13,Dublin,0
2024-11-13,Berlin,4
2024-11-13,Prague,2
2024-11-13,Zurich,1
2024-11-13,Rome,1
2024-11-13,Budapest,1
2024-11-13,Barcelona,13
2024-11-13,Vienna,5
2024-11-13,Florence,0
2024-11-13,Madrid,2
2024-11-13,London,4
2024-11-13,Munich,8
2024-11-13,Lisbon,6
2024-11-13,Amsterdam,2
2024-11-14,Paris,11
2024-11-14,Amsterdam,1
2024-11-14,Munich,8
2024-11-14,Rome,2
2024-11-14,Brussels,6
2024-11-14,Milan,9
2024-11-14,Dublin,1
2024-11-14,Berlin,4
2024-11-14,Prague,2
2024-11-14,Zurich,1
2024-11-14,Madrid,2
2024-11-14,London,4
2024-11-14,Barcelona,13
2024-11-14,Budapest,1
2024-11-14,Lisbon,6
2024-11-14,Vienna,5
2024-11-14,Florence,0
2024-11-15,London,4
2024-11-15,Amsterdam,1
2024-11-15,Paris,11
2024-11-15,Munich,8
2024-11-15,Madrid,2
2024-11-15,Florence,0
2024-11-15,Vienna,4
2024-11-15,Lisbon,6
2024-11-15,Budapest,1
2024-11-15,Barcelona,13
2024-11-15,Rome,2
2024-11-15,Zurich,1
2024-11-15,Prague,2
2024-11-15,Berlin,3
2024-11-15,Dublin,1
2024-11-15,Milan,9
2024-11-15,Brussels,6
2024-11-16,Madrid,2
2024-11-16,Paris,11
2024-11-16,Amsterdam,2
2024-11-16,Brussels,6
2024-11-16,Milan,9
2024-11-16,Dublin,1
2024-11-16,Berlin,3
2024-11-16,Prague,2
2024-11-16,Zurich,1
2024-11-16,Rome,2
2024-11-16,Munich,8
2024-11-16,Budapest,1
2024-11-16,Lisbon,6
2024-11-16,Vienna,4
2024-11-16,Florence,0
2024-11-16,London,4
2024-11-16,Barcelona,12
2024-11-17,Budapest,1
2024-11-17,Lisbon,6
2024-11-17,Brussels,6
2024-11-17,Berlin,4
2024-11-17,Prague,1
2024-11-17,Zurich,1
2024-11-17,Rome,2
2024-11-17,Barcelona,10
2024-11-17,Dublin,1
2024-11-17,Milan,10
2024-11-17,Florence,0
2024-11-17,Madrid,2
2024-11-17,London,4
2024-11-17,Munich,8
2024-11-17,Amsterdam,2
2024-11-17,Paris,11
2024-11-17,Vienna,4
2024-11-18,Amsterdam,2
2024-11-18,Paris,11
2024-11-18,Munich,8
2024-11-18,London,4
2024-11-18,Madrid,2
2024-11-18,Florence,0
2024-11-18,Milan,9
2024-11-18,Vienna,4
2024-11-18,Lisbon,6
2024-11-18,Budapest,1
2024-11-18,Barcelona,9
2024-11-18,Rome,2
2024-11-18,Zurich,2
2024-11-18,Prague,1
2024-11-18,Berlin,4
2024-11-18,Brussels,5
2024-11-18,Dublin,1
2024-11-19,Berlin,4
2024-11-19,Brussels,5
2024-11-19,Amsterdam,2
2024-11-19,Munich,9
2024-11-19,London,4
2024-11-19,Madrid,2
2024-11-19,Florence,0
2024-11-19,Vienna,4
2024-11-19,Lisbon,5
2024-11-19,Barcelona,8
2024-11-19,Rome,1
2024-11-19,Zurich,2
2024-11-19,Prague,1
2024-11-19,Paris,11
2024-11-19,Budapest,1
2024-11-19,Milan,8
2024-11-19,Dublin,1
2024-11-20,Lisbon,6
2024-11-20,Dublin,1
2024-11-20,Berlin,4
2024-11-20,Prague,2
2024-11-20,Zurich,2
2024-11-20,Rome,1
2024-11-20,Barcelona,8
2024-11-20,Budapest,1
2024-11-20,Brussels,5
2024-11-20,Vienna,4
2024-11-20,Florence,0
2024-11-20,Madrid,2
2024-11-20,London,4
2024-11-20,Munich,8
2024-11-20,Amsterdam,2
2024-11-20,Milan,7
2024-11-20,Paris,10
2024-11-21,Milan,7
2024-11-21,Paris,9
2024-11-21,Amsterdam,3
2024-11-21,Munich,8
2024-11-21,London,4
2024-11-21,Madrid,2
2024-11-21,Florence,0
2024-11-21,Vienna,5
2024-11-21,Budapest,1
2024-11-21,Barcelona,8
2024-11-21,Rome,1
2024-11-21,Zurich,2
2024-11-21,Prague,2
2024-11-21,Berlin,4
2024-11-21,Dublin,1
2024-11-21,Lisbon,6
2024-11-21,Brussels,5
2024-11-22,Munich,8
2024-11-22,London,4
2024-11-22,Madrid,2
2024-11-22,Florence,0
2024-11-22,Vienna,4
2024-11-22,Lisbon,6
2024-11-22,Budapest,1
2024-11-22,Barcelona,8
2024-11-22,Rome,1
2024-11-22,Prague,2
2024-11-22,Berlin,4
2024-11-22,Dublin,1
2024-11-22,Milan,7
2024-11-22,Brussels,5
2024-11-22,Paris,9
2024-11-22,Zurich,2
2024-11-22,Amsterdam,3
2024-11-23,Amsterdam,2
2024-11-23,Brussels,4
2024-11-23,Munich,8
2024-11-23,Paris,9
2024-11-23,London,4
2024-11-23,Madrid,2
2024-11-23,Vienna,5
2024-11-23,Lisbon,5
2024-11-23,Budapest,1
2024-11-23,Florence,0
2024-11-23,Rome,0
2024-11-23,Zurich,2
2024-11-23,Prague,2
2024-11-23,Berlin,4
2024-11-23,Dublin,1
2024-11-23,Milan,7
2024-11-23,Barcelona,8
2024-11-24,Rome,0
2024-11-24,Milan,6
2024-11-24,Dublin,1
2024-11-24,Berlin,3
2024-11-24,Prague,1
2024-11-24,Zurich,2
2024-11-24,Barcelona,7
2024-11-24,Amsterdam,2
2024-11-24,Lisbon,4
2024-11-24,Vienna,5
2024-11-24,Florence,0
2024-11-24,Madrid,2
2024-11-24,London,4
2024-11-24,Munich,8
2024-11-24,Budapest,1
2024-11-24,Paris,9
2024-11-24,Brussels,4
2024-11-25,Milan,6
2024-11-25,Brussels,4
2024-11-25,Paris,9
2024-11-25,Amsterdam,2
2024-11-25,Munich,8
2024-11-25,London,5
2024-11-25,Madrid,2
2024-11-25,Florence,0
2024-11-25,Dublin,1
2024-11-25,Lisbon,4
2024-11-25,Budapest,1
2024-11-25,Barcelona,7
2024-11-25,Rome,0
2024-11-25,Zurich,1
2024-11-25,Prague,1
2024-11-25,Berlin,3
2024-11-25,Vienna,5
2024-11-26,Brussels,4
2024-11-26,Milan,6
2024-11-26,Dublin,1
2024-11-26,Prague,1
2024-11-26,Zurich,1
2024-11-26,Rome,0
2024-11-26,Barcelona,8
2024-11-26,Berlin,3
2024-11-26,Lisbon,4
2024-11-26,Paris,9
2024-11-26,Amsterdam,2
2024-11-26,Munich,8
2024-11-26,Budapest,1
2024-11-26,Madrid,2
2024-11-26,Florence,0
2024-11-26,Vienna,5
2024-11-26,London,5
2024-11-27,Dublin,1
2024-11-27,Berlin,3
2024-11-27,Prague,1
2024-11-27,Zurich,1
2024-11-27,Rome,0
2024-11-27,Barcelona,8
2024-11-27,Budapest,1
2024-11-27,Vienna,5
2024-11-27,Florence,0
2024-11-27,Milan,6
2024-11-27,London,5
2024-11-27,Munich,8
2024-11-27,Amsterdam,2
2024-11-27,Paris,9
2024-11-27,Lisbon,4
2024-11-27,Madrid,2
2024-11-27,Brussels,4
2024-11-28,Amsterdam,1
2024-11-28,Paris,9
2024-11-28,Brussels,4
2024-11-28,Milan,6
2024-11-28,Dublin,1
2024-11-28,Berlin,1
2024-11-28,Prague,1
2024-11-28,Zurich,1
2024-11-28,Vienna,5
2024-11-28,Barcelona,8
2024-11-28,Budapest,1
2024-11-28,Lisbon,4
2024-11-28,Florence,0
2024-11-28,Madrid,2
2024-11-28,London,5
2024-11-28,Rome,0
2024-11-28,Munich,8
2024-11-29,Brussels,4
2024-11-29,Milan,6
2024-11-29,Berlin,1
2024-11-29,Prague,1
2024-11-29,Zurich,1
2024-11-29,Rome,0
2024-11-29,Dublin,0
2024-11-29,Lisbon,4
2024-11-29,Budapest,1
2024-11-29,Paris,9
2024-11-29,Amsterdam,1
2024-11-29,Munich,8
2024-11-29,Barcelona,8
2024-11-29,Madrid,2
2024-11-29,Florence,0
2024-11-29,Vienna,5
2024-11-29,London,5
2024-11-30,Brussels,4
2024-11-30,Dublin,0
2024-11-30,Berlin,1
2024-11-30,Prague,1
2024-11-30,Zurich,1
2024-11-30,Rome,0
2024-11-30,Barcelona,7
2024-11-30,Lisbon,4
2024-11-30,Vienna,4
2024-11-30,Florence,0
2024-11-30,London,4
2024-11-30,Munich,8
2024-11-30,Amsterdam,1
2024-11-30,Paris,9
2024-11-30,Budapest,1
2024-11-30,Madrid,2
2024-11-30,Milan,6
2024-12-01,Vienna,3
2024-12-01,Budapest,1
2024-12-01,Lisbon,4
2024-12-01,Zurich,1
2024-12-01,Florence,0
2024-12-01,Madrid,2
2024-12-01,London,3
2024-12-01,Munich,7
2024-12-01,Amsterdam,1
2024-12-01,Paris,9
2024-12-01,Prague,1
2024-12-01,Berlin,1
2024-12-01,Dublin,0
2024-12-01,Milan,5
2024-12-01,Brussels,4
2024-12-01,Barcelona,7
2024-12-01,Rome,0
2024-12-02,Dublin,0
2024-12-02,Brussels,4
2024-12-02,Milan,5
2024-12-02,Berlin,1
2024-12-02,Prague,1
2024-12-02,Zurich,1
2024-12-02,Barcelona,7
2024-12-02,Budapest,1
2024-12-02,Rome,0
2024-12-02,Vienna,3
2024-12-02,Florence,0
2024-12-02,Madrid,2
2024-12-02,London,3
2024-12-02,Munich,6
2024-12-02,Amsterdam,1
2024-12-02,Paris,7
2024-12-02,Lisbon,4
2024-12-03,Lisbon,4
2024-12-03,Zurich,1
2024-12-03,Rome,0
2024-12-03,Barcelona,7
2024-12-03,Budapest,1
2024-12-03,Florence,0
2024-12-03,Vienna,3
2024-12-03,London,3
2024-12-03,Munich,6
2024-12-03,Amsterdam,1
2024-12-03,Paris,6
2024-12-03,Prague,1
2024-12-03,Madrid,2
2024-12-03,Berlin,1
2024-12-03,Milan,5
2024-12-03,Brussels,4
2024-12-03,Dublin,0
2024-12-04,Rome,0
2024-12-04,Milan,5
2024-12-04,Dublin,0
2024-12-04,Berlin,0
2024-12-04,Prague,1
2024-12-04,Zurich,1
2024-12-04,Barcelona,7
2024-12-04,Budapest,1
2024-12-04,Lisbon,4
2024-12-04,Vienna,3
2024-12-04,Florence,0
2024-12-04,Madrid,2
2024-12-04,London,3
2024-12-04,Munich,6
2024-12-04,Amsterdam,1
2024-12-04,Paris,6
2024-12-04,Brussels,4
2024-12-05,Barcelona,7
2024-12-05,Rome,0
2024-12-05,Berlin,0
2024-12-05,Milan,5
2024-12-05,Budapest,1
2024-12-05,Brussels,4
2024-12-05,Dublin,0
2024-12-05,Lisbon,4
2024-12-05,London,3
2024-12-05,Florence,0
2024-12-05,Vienna,3
2024-12-05,Prague,1
2024-12-05,Paris,6
2024-12-05,Zurich,1
2024-12-05,Munich,5
2024-12-05,Madrid,2
2024-12-05,Amsterdam,1
2024-12-06,Paris,6
2024-12-06,Amsterdam,1
2024-12-06,Munich,4
2024-12-06,Madrid,2
2024-12-06,Florence,0
2024-12-06,Vienna,3
2024-12-06,Lisbon,4
2024-12-06,Budapest,1
2024-12-06,Barcelona,7
2024-12-06,Rome,0
2024-12-06,London,2
2024-12-06,Milan,5
2024-12-06,Prague,0
2024-12-06,Zurich,0
2024-12-06,Dublin,0
2024-12-06,Brussels,4
2024-12-06,Berlin,0
2024-12-07,Paris,6
2024-12-07,Brussels,4
2024-12-07,Milan,5
2024-12-07,Dublin,0
2024-12-07,Berlin,0
2024-12-07,Zurich,0
2024-12-07,Rome,0
2024-12-07,Prague,0
2024-12-07,Budapest,1
2024-12-07,Lisbon,4
2024-12-07,Vienna,3
2024-12-07,Florence,0
2024-12-07,Madrid,2
2024-12-07,London,2
2024-12-07,Munich,4
2024-12-07,Amsterdam,1
2024-12-07,Barcelona,6
2024-12-08,Zurich,0
2024-12-08,Brussels,3
2024-12-08,Milan,4
2024-12-08,Dublin,0
2024-12-08,Berlin,0
2024-12-08,Prague,0
2024-12-08,Rome,0
2024-12-08,Munich,4
2024-12-08,Budapest,1
2024-12-08,Lisbon,4
2024-12-08,Vienna,3
2024-12-08,Florence,0
2024-12-08,Madrid,1
2024-12-08,London,2
2024-12-08,Paris,6
2024-12-08,Barcelona,6
2024-12-08,Amsterdam,1
2024-12-09,Paris,6
2024-12-09,Amsterdam,1
2024-12-09,Munich,4
2024-12-09,London,2
2024-12-09,Florence,0
2024-12-09,Vienna,3
2024-12-09,Brussels,3
2024-12-09,Dublin,0
2024-12-09,Berlin,0
2024-12-09,Prague,0
2024-12-09,Milan,4
2024-12-09,Rome,0
2024-12-09,Barcelona,6
2024-12-09,Budapest,1
2024-12-09,Lisbon,4
2024-12-09,Zurich,0
2024-12-09,Madrid,1
2024-12-10,Rome,0
2024-12-10,Brussels,2
2024-12-10,Milan,4
2024-12-10,Dublin,0
2024-12-10,Berlin,0
2024-12-10,Prague,0
2024-12-10,Zurich,0
2024-12-10,Barcelona,6
2024-12-10,Lisbon,4
2024-12-10,Vienna,3
2024-12-10,Florence,0
2024-12-10,Madrid,1
2024-12-10,London,2
2024-12-10,Munich,3
2024-12-10,Amsterdam,1
2024-12-10,Paris,4
2024-12-10,Budapest,1
2024-12-11,Zurich,0
2024-12-11,Rome,0
2024-12-11,Barcelona,5
2024-12-11,Budapest,1
2024-12-11,Lisbon,4
2024-12-11,Munich,3
2024-12-11,Florence,0
2024-12-11,Madrid,1
2024-12-11,London,2
2024-12-11,Amsterdam,1
2024-12-11,Paris,3
2024-12-11,Vienna,3
2024-12-11,Prague,0
2024-12-11,Brussels,2
2024-12-11,Dublin,0
2024-12-11,Berlin,0
2024-12-11,Milan,4
2024-12-12,Munich,3
2024-12-12,Amsterdam,1
2024-12-12,Paris,2
2024-12-12,Brussels,3
2024-12-12,Milan,3
2024-12-12,Dublin,0
2024-12-12,Prague,0
2024-12-12,Zurich,0
2024-12-12,Berlin,0
2024-12-12,Barcelona,4
2024-12-12,Budapest,1
2024-12-12,Lisbon,4
2024-12-12,Vienna,3
2024-12-12,Florence,0
2024-12-12,Madrid,1
2024-12-12,London,1
2024-12-12,Rome,0
2024-12-13,Zurich,0
2024-12-13,Brussels,3
2024-12-13,Milan,2
2024-12-13,Dublin,0
2024-12-13,Berlin,0
2024-12-13,Prague,0
2024-12-13,Rome,0
2024-12-13,Amsterdam,1
2024-12-13,Budapest,1
2024-12-13,Lisbon,4
2024-12-13,Vienna,4
2024-12-13,Florence,0
2024-12-13,Madrid,1
2024-12-13,London,1
2024-12-13,Munich,3
2024-12-13,Barcelona,6
2024-12-13,Paris,2
2024-12-14,Paris,2
2024-12-14,Dublin,0
2024-12-14,Milan,2
2024-12-14,Brussels,2
2024-12-14,Prague,0
2024-12-14,Zurich,0
2024-12-14,Barcelona,7
2024-12-14,Budapest,2
2024-12-14,Rome,0
2024-12-14,Vienna,3
2024-12-14,Florence,0
2024-12-14,Madrid,1
2024-12-14,London,0
2024-12-14,Munich,4
2024-12-14,Amsterdam,1
2024-12-14,Lisbon,4
2024-12-14,Berlin,0
2024-12-15,Florence,0
2024-12-15,Paris,3
2024-12-15,Amsterdam,1
2024-12-15,Munich,3
2024-12-15,London,1
2024-12-15,Madrid,1
2024-12-15,Vienna,4
2024-12-15,Budapest,2
2024-12-15,Barcelona,8
2024-12-15,Rome,0
2024-12-15,Zurich,1
2024-12-15,Prague,0
2024-12-15,Dublin,0
2024-12-15,Milan,1
2024-12-15,Brussels,2
2024-12-15,Lisbon,3
2024-12-15,Berlin,1
2024-12-16,Madrid,1
2024-12-16,Paris,3
2024-12-16,Amsterdam,1
2024-12-16,Dublin,0
2024-12-16,Berlin,1
2024-12-16,Prague,0
2024-12-16,Zurich,1
2024-12-16,Rome,0
2024-12-16,Barcelona,8
2024-12-16,Munich,4
2024-12-16,Lisbon,3
2024-12-16,Vienna,3
2024-12-16,Florence,0
2024-12-16,London,1
2024-12-16,Budapest,2
2024-12-16,Brussels,2
2024-12-16,Milan,1
2024-12-17,Paris,3
2024-12-17,London,1
2024-12-17,Madrid,1
2024-12-17,Florence,0
2024-12-17,Vienna,3
2024-12-17,Lisbon,4
2024-12-17,Budapest,2
2024-12-17,Barcelona,7
2024-12-17,Rome,0
2024-12-17,Zurich,1
2024-12-17,Prague,0
2024-12-17,Berlin,1
2024-12-17,Dublin,0
2024-12-17,Milan,1
2024-12-17,Brussels,2
2024-12-17,Munich,3
2024-12-17,Amsterdam,1
2024-12-18,Berlin,1
2024-12-18,Prague,0
2024-12-18,Lisbon,4
2024-12-18,Milan,1
2024-12-18,Zurich,1
2024-12-18,Rome,0
2024-12-18,Barcelona,7
2024-12-18,Budapest,2
2024-12-18,Brussels,2
2024-12-18,Vienna,3
2024-12-18,Madrid,1
2024-12-18,London,2
2024-12-18,Munich,3
2024-12-18,Amsterdam,2
2024-12-18,Paris,3
2024-12-18,Dublin,0
2024-12-18,Florence,0
2024-12-19,London,1
2024-12-19,Paris,3
2024-12-19,Madrid,1
2024-12-19,Munich,4
2024-12-19,Amsterdam,1
2024-12-19,Vienna,3
2024-12-19,Lisbon,4
2024-12-19,Budapest,2
2024-12-19,Rome,0
2024-12-19,Zurich,1
2024-12-19,Barcelona,7
2024-12-19,Berlin,1
2024-12-19,Dublin,1
2024-12-19,Milan,1
2024-12-19,Brussels,2
2024-12-19,Prague,0
2024-12-19,Florence,0
2024-12-20,Budapest,2
2024-12-20,Brussels,1
2024-12-20,Prague,0
2024-12-20,Milan,1
2024-12-20,Zurich,2
2024-12-20,Rome,1
2024-12-20,Barcelona,9
2024-12-20,Munich,4
2024-12-20,Vienna,3
2024-12-20,Florence,0
2024-12-20,Madrid,1
2024-12-20,London,1
2024-12-20,Amsterdam,1
2024-12-20,Paris,3
2024-12-20,Dublin,1
2024-12-20,Lisbon,4
2024-12-20,Berlin,2
2024-12-21,Florence,0
2024-12-21,Amsterdam,1
2024-12-21,Paris,3
2024-12-21,Brussels,1
2024-12-21,Milan,1
2024-12-21,Dublin,1
2024-12-21,Prague,0
2024-12-21,Zurich,2
2024-12-21,Rome,1
2024-12-21,Berlin,2
2024-12-21,Budapest,2
2024-12-21,Lisbon,4
2024-12-21,Vienna,3
2024-12-21,Madrid,0
2024-12-21,London,1
2024-12-21,Munich,2
2024-12-21,Barcelona,10
2024-12-22,Brussels,1
2024-12-22,Milan,0
2024-12-22,Dublin,1
2024-12-22,Berlin,2
2024-12-22,Prague,1
2024-12-22,Zurich,2
2024-12-22,Rome,1
2024-12-22,Lisbon,3
2024-12-22,Budapest,1
2024-12-22,Vienna,3
2024-12-22,Florence,0
2024-12-22,Madrid,0
2024-12-22,London,1
2024-12-22,Amsterdam,1
2024-12-22,Paris,3
2024-12-22,Barcelona,9
2024-12-22,Munich,2
2024-12-23,Dublin,2
2024-12-23,Milan,0
2024-12-23,Amsterdam,2
2024-12-23,Munich,1
2024-12-23,London,2
2024-12-23,Madrid,0
2024-12-23,Florence,0
2024-12-23,Vienna,3
2024-12-23,Lisbon,3
2024-12-23,Budapest,1
2024-12-23,Barcelona,10
2024-12-23,Rome,1
2024-12-23,Zurich,2
2024-12-23,Prague,1
2024-12-23,Paris,3
2024-12-23,Berlin,2
2024-12-23,Brussels,0
2024-12-24,Paris,4
2024-12-24,Brussels,0
2024-12-24,Milan,1
2024-12-24,Dublin,2
2024-12-24,Berlin,2
2024-12-24,Prague,1
2024-12-24,Rome,1
2024-12-24,Barcelona,9
2024-12-24,Budapest,1
2024-12-24,Zurich,1
2024-12-24,Vienna,2
2024-12-24,Florence,0
2024-12-24,Madrid,0
2024-12-24,London,3
2024-12-24,Munich,2
2024-12-24,Amsterdam,3
2024-12-24,Lisbon,3
2024-12-25,Brussels,0
2024-12-25,Barcelona,9
2024-12-25,Milan,1
2024-12-25,Dublin,2
2024-12-25,Berlin,4
2024-12-25,Prague,1
2024-12-25,Rome,1
2024-12-25,Budapest,1
2024-12-25,Zurich,1
2024-12-25,Vienna,2
2024-12-25,Paris,4
2024-12-25,Amsterdam,3
2024-12-25,Munich,2
2024-12-25,Lisbon,2
2024-12-25,Madrid,0
2024-12-25,Florence,0
2024-12-25,London,3
2024-12-26,Brussels,0
2024-12-26,Budapest,1
2024-12-26,Dublin,3
2024-12-26,Berlin,4
2024-12-26,Prague,1
2024-12-26,Zurich,1
2024-12-26,Rome,1
2024-12-26,Barcelona,8
2024-12-26,Milan,1
2024-12-26,Lisbon,2
2024-12-26,Florence,0
2024-12-26,Madrid,0
2024-12-26,London,4
2024-12-26,Munich,2
2024-12-26,Amsterdam,3
2024-12-26,Paris,3
2024-12-26,Vienna,2
2024-12-27,Brussels,0
2024-12-27,Barcelona,9
2024-12-27,Milan,1
2024-12-27,Dublin,3
2024-12-27,Berlin,5
2024-12-27,Prague,1
2024-12-27,Rome,2
2024-12-27,Budapest,1
2024-12-27,Zurich,2
2024-12-27,Vienna,2
2024-12-27,Paris,2
2024-12-27,Amsterdam,3
2024-12-27,Munich,2
2024-12-27,Lisbon,2
2024-12-27,Madrid,0
2024-12-27,Florence,0
2024-12-27,London,4
2024-12-28,Rome,2
2024-12-28,Brussels,0
2024-12-28,Milan,1
2024-12-28,Dublin,3
2024-12-28,Berlin,5
2024-12-28,Prague,1
2024-12-28,Zurich,2
2024-12-28,Barcelona,9
2024-12-28,Budapest,0
2024-12-28,Lisbon,1
2024-12-28,Vienna,1
2024-12-28,Florence,0
2024-12-28,Madrid,0
2024-12-28,London,4
2024-12-28,Munich,2
2024-12-28,Amsterdam,3
2024-12-28,Paris,1
2024-12-29,Milan,0
2024-12-29,Dublin,3
2024-12-29,Berlin,5
2024-12-29,Prague,1
2024-12-29,Zurich,2
2024-12-29,Rome,2
2024-12-29,Barcelona,8
2024-12-29,Budapest,0
2024-12-29,Brussels,0
2024-12-29,Lisbon,1
2024-12-29,Florence,0
2024-12-29,Madrid,1
2024-12-29,London,4
2024-12-29,Munich,2
2024-12-29,Amsterdam,2
2024-12-29,Paris,1
2024-12-29,Vienna,0
2024-12-30,Brussels,0
2024-12-30,Milan,0
2024-12-30,Dublin,3
2024-12-30,Berlin,4
2024-12-30,Prague,1
2024-12-30,Zurich,1
2024-12-30,Rome,2
2024-12-30,Barcelona,7
2024-12-30,Budapest,0
2024-12-30,Lisbon,2
2024-12-30,Florence,0
2024-12-30,Madrid,1
2024-12-30,London,3
2024-12-30,Munich,1
2024-12-30,Amsterdam,2
2024-12-30,Paris,1
2024-12-30,Vienna,0
2024-12-31,Barcelona,7
2024-12-31,Brussels,0
2024-12-31,Dublin,2
2024-12-31,Berlin,4
2024-12-31,Prague,0
2024-12-31,Zurich,1
2024-12-31,Rome,1
2024-12-31,Budapest,0
2024-12-31,Milan,0
2024-12-31,Vienna,0
2024-12-31,Florence,0
2024-12-31,Madrid,1
2024-12-31,London,2
2024-12-31,Munich,1
2024-12-31,Amsterdam,2
2024-12-31,Paris,1
2024-12-31,Lisbon,1
2025-01-01,Brussels,0
2025-01-01,Dublin,1
2025-01-01,Berlin,4
2025-01-01,Prague,0
2025-01-01,Zurich,1
2025-01-01,Rome,1
2025-01-01,Barcelona,7
2025-01-01,Budapest,0
2025-01-01,Milan,0
2025-01-01,Vienna,0
2025-01-01,Florence,0
2025-01-01,Madrid,1
2025-01-01,London,2
2025-01-01,Munich,1
2025-01-01,Amsterdam,1
2025-01-01,Paris,1
2025-01-01,Lisbon,1
2025-01-02,Paris,0
2025-01-02,Brussels,0
2025-01-02,Milan,0
2025-01-02,Dublin,1
2025-01-02,Berlin,1
2025-01-02,Prague,0
2025-01-02,Zurich,1
2025-01-02,Rome,1
2025-01-02,Barcelona,5
2025-01-02,Lisbon,1
2025-01-02,Vienna,0
2025-01-02,Florence,0
2025-01-02,Madrid,0
2025-01-02,London,2
2025-01-02,Munich,1
2025-01-02,Amsterdam,1
2025-01-02,Budapest,0
2025-01-03,Rome,1
2025-01-03,Brussels,0
2025-01-03,Milan,0
2025-01-03,Dublin,1
2025-01-03,Berlin,1
2025-01-03,Prague,0
2025-01-03,Zurich,1
2025-01-03,Barcelona,5
